ミアズマ・レムナント・ディフェンダーMiazuma Remunanto Difendā,ミアズマ・レムナント・ディフェンダー
ミッドサマー社Middosamā Sha,ミッドサマー社
"「シルバーヘッド」ミゲル""Shirubā Heddo"" Migeru",「シルバーヘッド」ミゲル
ミカMika,ミカ
ミレーナMirēna,ミレーナ
"「目押し」の神髄""Me'oshi"" no Shinzui",「目押し」の神髄
明遠Mei'en[!][!]Assumed reading,明遠
ミニマム・ブラックホールMinimamu Burakkuhōru,ミニマム・ブラックホール
自走カーゴJisō Kāgo,自走カーゴ
ミントエスプレッソMintoesupuresso,ミントエスプレッソ
ミラMira,ミラ
ミッシェルMissheru,ミッシェル
ミシュカMishuka,ミシュカ
ミス・エスメMisu Esume,ミス・エスメ
光治Mitsuharu[!][!]Assumed reading,光治
モカチーノMokachīno,モカチーノ
"「モッキンバード」""Mokkinbādo""",「モッキンバード」
模型：サプレッサーVI型,模型：サプレッサーVI型
ホロウ：インポッシブルHorō: Inposshiburu,ホロウ：インポッシブル
ホロウ：インポッシブル(上)Horō: Inpossshiburu (Jyō),ホロウ：インポッシブル(上)
ホロウ：インポッシブル(中)Horō: Inposshiburu (Chū),ホロウ：インポッシブル(中)
モニカMonika,モニカ
モナMona,モナ
モノクロームMonokurōmu,モノクローム
モノクロストアMonokurosutoa,モノクロストア
モンスター・デュエットMonsutā Dyuetto,モンスター・デュエット
月光騎士の讃歌Gekko Kishi no Sanka,月光騎士の讃歌
ムーンロックモカMūnrokkumoka,ムーンロックモカ
モルスMorusu,モルス
ヴィーゴ・モスVīgo Mosu,ヴィーゴ・モス
山獅子組Yamashishi Gumi,山獅子組
追悼ボンプTsuitō Bonpu,追悼ボンプ
パシャじいPasha Jī,パシャじい
東さんTō-san,東さん
ハロウHarō,ハロウ
ミスターZMisuta Z,ミスターZ
ヤニー婆さんYanī Bāsan,ヤニー婆さん
ユイおばさんYui Obachan,ユイおばさん
ヨモギYomogi,ヨモギ
シャクヤクShakuyaku,シャクヤク
ムーチンMūchin,ムーチン
モレMore,モレ
音楽って魔法なのOngakutte Mahōnano,音楽って魔法なの
侵蝕異化Shinshoku Ika,侵蝕異化
千面の落日Senmen no Rakujitsu,千面の落日
"「謎の声」""Nazo no Koe""",「謎の声」
新エリー都治安局Shin Eri to Chi'an kyoku,新エリー都治安局
ナッチNacchi,ナッチ
月城柳Tsukishiro Yanagi,月城柳Tsukishiro Yanagi
ナランNaran,ナラン
オウムガイOumugai,オウムガイ
ナビデータNabidēta,ナビデータ
ナビデータセットNabidētasetto,ナビデータセット
猫宮又奈Nekomiya Mana,猫宮又奈
新エリー都Shin Erī To,新エリー都
新エリー都の地下鉄Shin Erī-do no Chikatetsu,新エリー都の地下鉄
ティーミルクの新メニューTīmiruku no Shin Menyū,ティーミルクの新メニュー
改造新型音動機Kaizō Shingata Ondōki,改造新型音動機
初生のデッドエンドブッチャーShosē no Deddo Endo Butchā,初生のデッドエンドブッチャー
初生のデュラハンShosē no Dyurahan,初生のデュラハン
ニコ・デマラNiko Demara,ニコ・デマラ
相利共生型エーテリアス群・コード：ニネヴェAiri Kyōsei-gata Ēteriasu-gun - Kōdo: Nineve,相利共生型エーテリアス群・コード：ニネヴェ
ニネヴェNineve,ニネヴェ
ニトロフューエルNitorofyūeru,ニトロフューエル
ナインNain,ナイン
"「麺屋錦鯉」""Menya Nishikikoi""",「麺屋錦鯉」
ノスNosu,ノス
グルメじゃなくてGurume janakute,グルメじゃなくて
メモMemo,メモ
要警戒・デッドエンドブッチャーYōkēkai - Deddo Endo Butchā,要警戒・デッドエンドブッチャー
要警戒・ハティYōkēkai - Hati,要警戒・ハティ
要警戒・マリオネットYōkēkai - Marionetto,要警戒・マリオネット
要警戒・ポンペイYōkēkai - Ponpei,要警戒・ポンペイ
要警戒・タナトスYōkēkai - Tanatosu,要警戒・タナトス
要警戒狩りYō Kēkai Kari,要警戒狩り
サクリファイス・ブリンガーSakurifaisu Buringā,サクリファイス・ブリンガー
マリオネット・ツインズMarionetto Tsuinzu,マリオネット・ツインズ
ワンダリングハンターWandaringuhantā,ワンダリングハンター
"「千面相」""Senmensō""",「千面相」
オボルス小隊Oborusu Shōtai,オボルス小隊
黒曜の刃Kokuyō no Ha[!][!]Assumed reading,黒曜の刃
朱鳶Shu En,朱鳶Shu En
OH～ハニ～,OH～ハニ～
デミルじいさんDemiru Jīsan,デミルじいさん
デュイのおやじDui no Oyaji,デュイのおやじ
デュイのおやじの整体スタジオDui no Oyaji no Sētai Sutajio,デュイのおやじの整体スタジオ
年配の調査員Nenpai no Chōsain,年配の調査員
目隠しの女性の古い写真Mekakushi no Josē no Furui Shashin,目隠しの女性の古い写真
オーリーŌrī,オーリー
影に潜むフーガKage ni Hisomu Fūga,影に潜むフーガ
月曜から金曜までGetsuyō kara Kinyō made,月曜から金曜まで
遥かなる深淵に臨めどもHaruka naru Shinen ni Nozome domo,遥かなる深淵に臨めども
1ディニーボンプ1 Dinī Bonpu,1ディニーボンプ
ワンパンキルⅠWanpankiru I,ワンパンキルⅠ
野々Nono[!][!]Assumed reading,野々
ファーストジャブFāsutojabu,ファーストジャブ
プレコストムス作戦Purekosutomusu Sakusen,プレコストムス作戦
オフィーリアOfīria,オフィーリア
エピック・オブ・オレンジEpikku Obu Orenji,エピック・オブ・オレンジ
ランRan,ラン
ランの返信Ran no Henshin,ランの返信
生物Seibutsu,生物
原色Genshoku,原色
オレンダOrenda,オレンダ
目には見えないものMe ni wa Mi'enai Mono,目には見えないもの
目には見えないものMe niwa Mienai Mono,目には見えないもの
郊外Kōgai,郊外
"「覇者」歓迎の宴""Hasha"" Kangē no Utage",「覇者」歓迎の宴
コンカースネイクKonkāsuneiku,コンカースネイク
サビサンボンプSabisanbonpu,サビサンボンプ
ペイジPeiji,ペイジ
パウルPauru,パウル
パリクスParikusu,パリクス
潘引壺Pan Infū,潘引壺Pan Infū
パパゴホロウPapago Horou,パパゴホロウ
ハコイリボンプHakoiribonpu,ハコイリボンプ
心霊探検日記Shinrēi Tanken Nikki,心霊探検日記
駐車場Chūshajō,駐車場
熱狂_JP0A,熱狂
パロParo,パロ
ポールチャックPōru Chakku,ポールチャック
秩序の守り手・特化型Chitaujo no Mamorite - Tokkagata,秩序の守り手・特化型
ペンギンボンプPenginbonpu,ペンギンボンプ
物思いにふける少女Monoomoinifukeru Shōjo,物思いにふける少女
ピッパPippa,ピッパ
ペッパーラテPeppārate,ペッパーラテ
苦難の果てにKunan no Hate ni,苦難の果てに
"苦難の果て、星へKunan no Hate, Hoshi e",苦難の果て、星へ
ハンバーガーのおともHanbāgā no Otomo,ハンバーガーのおとも
スコアチェックポイントSukoachekkupointo,スコアチェックポイント
ペイトンPeiton,ペイトン
"「パエトーン」の歌""Paetōn"" no Uta",「パエトーン」の歌
シャドウズ・ハントShadouzu Hanto,シャドウズ・ハント
災厄が覆う道Saiyaku ga Ōu Michi[!][!]Assumed reading,災厄が覆う道
"怪盗、月光と共に参上Kaitō, Gekkō to Tomoni Sanjō",怪盗、月光と共に参上
フェイFei,フェイ
フィルFiru,フィル
フィリップFirippu,フィリップ
6人の写真Rokunin no Shashin,6人の写真
若い女性の写真Wakai Josē no Shashin,若い女性の写真
物理Butsuri,物理
絵本Ehon,絵本
棚ぼたTanabota,棚ぼた
臓腑も凍る雨夜Sōfu mo Kooru Ameyo,臓腑も凍る雨夜
マツMatsu,マツ
ピンクのウサギと新年のご褒美Pinku no Usagi to Shinnen no Gohōbi,ピンクのウサギと新年のご褒美
パイパー・ウィールPaipā Uīru,パイパー・ウィール
8bitワールド大冒険,8bitワールド大冒険
プラチナボンプPurachina Bonpu,プラチナボンプ
プラチナボンプPurachinabonpu,プラチナボンプ
プラグノボンプPuragu no Bonpu,プラグノボンプ
周到なる準備Shudō naru Junbi,周到なる準備
極地のヘヴィメタルKyokuchi no Hevimetaru,極地のヘヴィメタル
ポルフPorufu,ポルフ
ポリクロームPorikurōmu,ポリクローム
ポンペイPonpei,ポンペイ
輝磁Kōji,輝磁
ポーセルメックスPōserumekkusu,ポーセルメックス
タマフグTamafugu,タマフグ
ポート・エルピスPōto Erupisu,ポート・エルピス
ポート・エルピスのホロウPōto Erupisu no Horō,ポート・エルピスのホロウ
ポート・プロムナードPōto Puromunādo,ポート・プロムナード
電力の復旧Denryoku no Fukkyu,電力の復旧
十面百錬の星Jūmen Hyakuren no Hoshi,十面百錬の星
斉漁Sē Ryō[!][!]Assumed reading,斉漁
「原始の悪意I」,「原始の悪意I」
「原始の悪意II」,「原始の悪意II」
「原始の悪意III」,「原始の悪意III」
プロゲーマーPurogēmā,プロゲーマー
プロト・パンクPuroto Panku,プロト・パンク
プロキシPurokishi,プロキシ
プロキシノートPurokishinōto,プロキシノート
代理保護者・ボンプ探しDairi Hogosha - Bonpu Sagashi,代理保護者・ボンプ探し
プライヤーPuraiyā,プライヤー
治安局駐在所Chi'an Kyoku Chūzaishō,治安局駐在所
治安官と新年のパニックJi'ankan to Shinnen no Panikku,治安官と新年のパニック
"「治安パトロール強化月間」イベントアンケート""Ji'an Patorōru Kyōka Gekkan"" Ibento Ankēto",「治安パトロール強化月間」イベントアンケート
治安官小隊Chiankan Shōtai,治安官小隊
パファー・エレクトロPafā Erekutoro,パファー・エレクトロ
プルクラ・フェリーニPurukura Ferīni,プルクラ・フェリーニ
プルクラPurukura,プルクラ
レジェンド・オブ・パープルRejendo Obu Pāpuru,レジェンド・オブ・パープル
プルセナスホロウPurusenasu Horou,プルセナスホロウ
サーチアンドデストロイSāchiandodesutoroi,サーチアンドデストロイ
魔法の立体パズルMahō no Rittai Pazuru,魔法の立体パズル
青溟の鳥籠Seimei no Dorikago,青溟の鳥籠
青溟剣Seimei-ken,青溟剣
青衣Chin'ī,青衣
青雲Seiun[!][!]Assumed reading,青雲
キキKiki,キキ
カンフー・ボンプKanfū Bonpu,カンフー・ボンプ
抜き打ち検査Nukiuchi Kensa,抜き打ち検査
キホーテKihōte,キホーテ
うさぎのしっぽの長さUsagi no Shippo no Nagasa,うさぎのしっぽの長さ
ラジオRajio,ラジオ
エレクトロウォークErekutorowōku,エレクトロウォーク
夜雨に紛れる恋愛マスターYau ni Magireru Ren'ai Masutā,夜雨に紛れる恋愛マスター
ビデオ屋Bide'oya,ビデオ屋
レアアースReaāsu,レアアース
レイヴンロック家Reivunrokku Ke,レイヴンロック家
レイ・エリツィンRei Eritsin,レイ・エリツィン
レイセンReisen,レイセン
レイザーReizā,レイザー
ワイルドドライバーWairudodoraibā,ワイルドドライバー
赤牙組Sekigagumi,赤牙組
真紅のモックスShinku no Mokkusu,真紅のモックス
ルイドRuido,ルイド
レナRena,レナ
エンドレス・ハンティングEndoresu Hantingu,エンドレス・ハンティング
カスタムショップKasutamushoppu,カスタムショップ
リノRino,リノ
賞金稼ぎ代理人Shōkin Kasegi Dairinin,賞金稼ぎ代理人
リセットボタンRisettobotan,リセットボタン
余波シグナルYoha Shigunaru,余波シグナル
レゾナンボンプRezonanbonpu,レゾナンボンプ
共振和音Kyōshin Wa'on,共振和音
共振共鳴Kyōshin Kyōmē,共振共鳴
ビジターセンターBijitāsentā,ビジターセンター
リサイクルRisaikuru,リサイクル
資源回収チームShigen Kaishū Chīmu,資源回収チーム
途切れて続くTogirete Tsudzuku,途切れて続く
トレーニング後のリラックスTorēningu Go no Rirakkusu,トレーニング後のリラックス
A級音動機指定パック・再始動,A級音動機指定パック・再始動
"「忙しい合間を縫う」主婦""Isogashī Aima wo Nū"" Shufu",「忙しい合間を縫う」主婦
セカンドライフSekandoraifu,セカンドライフ
ジャーロ・シティJāro Shiti,ジャーロ・シティ
新エリー都への復讐Shin Eri To e no Fukushū,新エリー都への復讐
売上Uriage,売上
リバーブ・アリーナRibābu Arīna,リバーブ・アリーナ
ラッキーリボルバーRakkīriborubā,ラッキーリボルバー
若妍Jakuken[!][!]Assumed reading,若妍
ミュージック・フレンジーMyūjikku Furenjī,ミュージック・フレンジー
ミュージックパーティーMyūjikkupātī,ミュージックパーティー
リチャード・ティーミルクRichādo Tīmiruku,リチャード・ティーミルク
リッチーRicchī,リッチー
歌姫、お忍び新エリー都Utahime Oshinobi Shin Eri To,歌姫、お忍び新エリー都
エリー・クロニクルErī Kuronikuru,エリー・クロニクル
シティ速報Shiti Sokuhō,シティ速報
エリー遊歩Erī Yūho,エリー遊歩
招福の虎炉Shōfuku no Koro,招福の虎炉
グロウル・マイ・カーGurouru Mai Kā,グロウル・マイ・カー
ヘッジホッグ・ホイールHejjihoggu Hoīru,ヘッジホッグ・ホイール
ロビンRobin,ロビン
ハヤスギボンプHyasugibonpu,ハヤスギボンプ
ローランドRōrando,ローランド
マキダコMakidako,マキダコ
ロニーRonī,ロニー
ホロウヒッチハイク・ガイドHorouhicchihaiku Gaido,ホロウヒッチハイク・ガイド
バラBara,バラ
ローウェンRōwen,ローウェン
ロイRoi,ロイ
ゴムGomu,ゴム
ルビーRubī,ルビー
命破Mēha,命破
ラスティ・ウェーブRasuti Wēbu,ラスティ・ウェーブ
サクリファイスSakurifaisu,サクリファイス
サクリファイス・ブリンガーSakurifaisu - Buringā,サクリファイス・ブリンガー
サクリファイス・コヴェナント・ガーディアンSakurifaisu Kovenanto Gādian,サクリファイス・コヴェナント・ガーディアン
サクリファイスのコアSakurifaizsu no Koa,サクリファイスのコア
ゴアンゼンGoanzen,ゴアンゼン
イチロIchiro,イチロ
箱の賢者Hako no Kenja,箱の賢者
ヤリカジキYarikajiki,ヤリカジキ
サムスン・フーSamusun Fū,サムスン・フー
サンディSandi,サンディ
サシャSasha,サシャ
サラ・フローレンSara,サラ・フローレン
GWを救え,GWを救え
どこでもグルメDoko Demo Gurume,どこでもグルメ
花言葉に秘めた想いHanakotoba ni Himeta Omoi,花言葉に秘めた想い
スカーレットエンジンSukārettoenjin,スカーレットエンジン
シナリオケース：D0001,シナリオケース：D0001
シナリオケース：D0003,シナリオケース：D0003
シナリオケース：UC-0002,シナリオケース：UC-0002
シナリオケース：UC-0003,シナリオケース：UC-0003
シナリオケース：UC-0006,シナリオケース：UC-0006
シナリオケース：UC-0009,シナリオケース：UC-0009
シナリオケース：UC-0011,シナリオケース：UC-0011
シナリオケース：UC-0013,シナリオケース：UC-0013
シナリオケース：UC-0014,シナリオケース：UC-0014
レベルカンスト小学生Reberukansuto Shōgakusē,レベルカンスト小学生
スコット前哨基地Skotto Zenshō Kichi,スコット前哨基地
海神様Kaijin Sama,海神様
タイム香る海辺Taimu Kaoru Umibe,タイム香る海辺
シェーンShēn,シェーン
海辺の貝殻Umibe no Kaigara,海辺の貝殻
雲霞の行き着く処Unka no Ikitsuku Cho,雲霞の行き着く処
遅れてきた波の花たちにOkuretekita Nami no Hana tachi ni,遅れてきた波の花たちに
セセSese,セセ
二度目の救援Nidome no Kyū'en,二度目の救援
"「闇医者」""Yamiisha""",「闇医者」
対ホロウ六課オフィスTai Horō Rokka Ofisu,対ホロウ六課オフィス
セキュリティドアSekyuritidoa,セキュリティドア
"「ビッグ・シード」""Biggu Shīdo""",「ビッグ・シード」
"食は万物に通ず。いざ心身を磨かん！Shoku wa Banbutsu ni Ttūzu, Iza Shinshin wo Mikan",食は万物に通ず。いざ心身を磨かん！
哨兵Shōhei,哨兵
セレナSerena,セレナ
セレンSeren,セレン
生真面目な少女Kimajimena Shōjo,生真面目な少女
セス・ローウェルSesu Rōueru,セス・ローウェル
純然の犠牲Junzen no Gisē,純然の犠牲
シャドウハーモニーShadou Hāmonī,シャドウハーモニー
「恐怖の影I」,「恐怖の影I」
「恐怖の影II」,「恐怖の影II」
「恐怖の影III」,「恐怖の影III」
「恐怖の影IV」,「恐怖の影IV」
「恐怖の影V」,「恐怖の影V」
シャークバーストShāku Bāsuto,シャークバースト
ガブットボンプGabuttobonpu,ガブットボンプ
シャロンSharon,シャロン
冴えるボンプ探偵Saeru Bonpu Tantei,冴えるボンプ探偵
磨き抜かれた切っ先Migaki Nukareta Kissaki,磨き抜かれた切っ先
ショーンShōn,ショーン
シープドッグShīpudoggu,シープドッグ
シラShira,シラ
コウラKoura,コウラ
"「羊飼い」""Hitsujikai""",「羊飼い」
シールド値Shīrudo Chi[!][!]Assumed reading,シールド値
きらめきKirameki,きらめき
安定ノードAntē Nōdo,安定ノード
葉釈淵Yō Shakuen[11],葉釈淵Yō Shakuen[11]
ショックスター・ディスコShokkusutā Disuko,ショックスター・ディスコ
ショップShoppu,ショップ
シュイShui,シュイ
葉瞬光Yō Shunkō[3],葉瞬光Yō Shunkō[3]
チーチーChīchī,チーチー
西井Nishī[!][!]Assumed reading,西井
シエナShi'ena,シエナ
冥き目と幽世の花Kurakime to Kakuriyo no Hana,冥き目と幽世の花
変調Henchō,変調
シルバーブレード解放Shirubā Burēdo Kaihō,シルバーブレード解放
0号・アンビーZero Gō - Anbī,0号・アンビー
シルバーソルジャーの歌Shirubā Sorujā no Uta,シルバーソルジャーの歌
VRランキング争奪戦,VRランキング争奪戦
シータShīta,シータ
現場の見取図Genba no Mitorizu,現場の見取図
シックスシューターShikkusu Shūtā,シックスシューター
ショウルShōru,ショウル
トビウオTobiuo,トビウオ
スレイプSureipu,スレイプ
歳月の薄片Saigetsu no Hakupen,歳月の薄片
ノロNoro,ノロ
ヘビィハンマーHebiihanmā,ヘビィハンマー
スネークデュエルSunēku Dyueru,スネークデュエル
スネーク・デュエルSunēku Dyueru,スネーク・デュエル
カチャコKachako,カチャコ
キンギョソウKingyosou,キンギョソウ
スネークSunēku,スネーク
雪玉Yukidama,雪玉
蒼穹に響く鶴鳴Sōkyū ni Hibiku Kakumē,蒼穹に響く鶴鳴
ソファSofa,ソファ
ソフィーSofī,ソフィー
ソロブホロウSorobuhorou,ソロブホロウ
HIAのVR体験イベントで事件が起きた！対ホロウ六課が参加したやつ！,HIAのVR体験イベントで事件が起きた！対ホロウ六課が参加したやつ！
ソフィアSofia,ソフィア
ソルデドゥスSorudedousu,ソルデドゥス
ソウルハウンドIII,ソウルハウンドIII
ソウル・ロックSouru Rokku,ソウル・ロック
潮騒の声Shiosai no Koe,潮騒の声
空白Kūhaku,空白
火打石Hi'uchi'ishi,火打石
特殊Tokushu,特殊
特殊スキル：縛裂式・I型,特殊スキル：縛裂式・I型
シュガーボムShugābomu,シュガーボム
特殊スキル：昼錦堂_JP0A,特殊スキル：昼錦堂
特殊スキル：V式サンライズ・アッパー,特殊スキル：V式サンライズ・アッパー
"「オーダーメイド」ケーキ""Ōdā Meido"" Kēki",「オーダーメイド」ケーキ
スペシャル・ミュージックSupesharu Myūjikku,スペシャル・ミュージック
スペシャルプログラムSupesharupuroguramu,スペシャルプログラム
スペシャルゲストSupesharugesuto,スペシャルゲスト
スペクターSupekutā,スペクター
奪魂の暝目Datsukon no Meimoku,奪魂の暝目
デッド・ヒートDeddo Hīto,デッド・ヒート
メカチェイスMekacheisu,メカチェイス
怪啖屋Kaidanya,怪啖屋
スポットライトアリーナSupottoraitoarīna,スポットライトアリーナ
ホットスプリングHotto Supuringu,ホットスプリング
話題のキャストWadai no Kyasuto,話題のキャスト
フィジカルトレーニングFijikarutorēningu,フィジカルトレーニング
明星のブレスレットMyōjo no Buresuretto,明星のブレスレット
スターシャイン・トランスフォームSutāshain Toransufōmu,スターシャイン・トランスフォーム
スターライトエンジンSutāraito Enjin,スターライトエンジン
なんちゃってスターライトエンジンNan Chatte Sutāraito Enjin,なんちゃってスターライトエンジン
スターライトナイトStāraito Naito,スターライトナイト
スターループSutārūpu,スターループ
夜空の下のスターループYosora no Shita Stārūpu,夜空の下のスターループ
スターループ・VIPボックス席,スターループ・VIPボックス席
星彩Seisai[!][!]Assumed reading,星彩
Stars Align星が交わるときStars Align,星が交わるとき
スターズ・オブ・リラSutāzu Obu Rira,スターズ・オブ・リラ
スターズ・オブ・リラ+sutaazu・obu・rira,スターズ・オブ・リラ
スターシャイン・コンヴァートSutāshain Konvāto,スターシャイン・コンヴァート
まな板の鯉Manaita no Koi,まな板の鯉
鋼の肉球Hagane no Nikukyū,鋼の肉球
ステラーバレットSuterābaretto,ステラーバレット
ステビアSutebia,ステビア
鎮風の地Chinpū no Chi[!][!]Assumed reading,鎮風の地
六分街diary,六分街diary
ストリートスターSutorīto Sutā,ストリートスター
ツヨシTsuyoshi,ツヨシ
撃破Gekiha,撃破
"「アクション監督急募！」""Akushon Kantoku Kyōbo""",「アクション監督急募！」
"「ステュクス」""Styukusu""",「ステュクス」
適当観Tekitōkan,適当観
適当観外庭Tekitōkan Gaitē,適当観外庭
適当観中庭Tekiōkan Nakaniwa,適当観中庭
雲を眺める山のごとくKumo wo Nagameru Yama no Gotoku,雲を眺める山のごとく
オスモウボンプOsumōbonpu,オスモウボンプ
隼Jun[!][!]Assumed reading,隼
サン・フリントSan - Furinto,サン・フリント
ヒマワリHimawari,ヒマワリ
サンセットアンブレラSansettoanburera,サンセットアンブレラ
わたしのTOP3,わたしのTOP3
カリスマ・タイムKarisuma Taimu,カリスマ・タイム
支援Shien,支援
スージーSūjī,スージー
サン・フリントの怪しいパーツSan - Furinto no Ayashī Pātsu,サン・フリントの怪しいパーツ
スイートパニックSuītopanikku,スイートパニック
紅豆Fondō,紅豆
スイング・ジャズSuingu Jazu,スイング・ジャズ
芳しきタイムの誓いKaguwashiki Taimu no Chikai,芳しきタイムの誓い
シビルShibiru,シビル
狂信の塊Kyōshin no Katamari,狂信の塊
夢路の交響Yumeji no Kōkyō,夢路の交響
San-Zビーツ・「ドラムビート」,San-Zビーツ・「ドラムビート」
San-Zビーツ・ハミング,San-Zビーツ・ハミング
San-Zビーツ・ハーモニー,San-Zビーツ・ハーモニー
シュモクザメShumokuzame,シュモクザメ
特番放送Tokuban Hōsō,特番放送
無尾Mubi,無尾
盛夏の夢物語Sēka no Yumemonogatari,盛夏の夢物語
晴天の化け狸Sēten no Bake Tanuki,晴天の化け狸
タラスクミキサーTarasuku Mikisā,タラスクミキサー
タルシTarushi,タルシ
ボロボロになった手紙Boroboro ni natta Tegami,ボロボロになった手紙
ティータイムTītaimu,ティータイム
ティーミルク・タイムTīmiruku Taimu,ティーミルク・タイム
ワープポイントWāpupointo,ワープポイント
一時的な協力者Ichijiteki na Kyōryokusha,一時的な協力者
ツェペシュTsepeshu,ツェペシュ
鉄平Teppei[!][!]Assumed reading,鉄平
テラー・ラプトルTerā Raputoru,テラー・ラプトル
テッサ・デウィンターTessa De Uintā,テッサ・デウィンター
タナトスTanatosu,タナトス
アメージング・グレースAmējingu Gurēsu,アメージング・グレース
ザ・ビッグ・ホロウZa Biggu Horou,ザ・ビッグ・ホロウ
ブリムストーンBurimusutōn,ブリムストーン
行方プ明Yukue Pumē,行方プ明
無敗のチャンピオンMuhai no Chanpion,無敗のチャンピオン
願いがきらめく日Negai ga Kirameku Hi,願いがきらめく日
願いがきらめく日・決勝Negai ga Kirameku Hi - Kesshō,願いがきらめく日・決勝
願いがきらめく日・予選Negai ga Kiramekuhi - Yosen,願いがきらめく日・予選
願いがきらめく日・オーディションNegai ga Kirameku Hi - Ōdishion,願いがきらめく日・オーディション
願いがきらめく日・準々決勝Negai ga Kirameku Hi - Junjun Kesshou,願いがきらめく日・準々決勝
願いがきらめく日・準決勝Negai ga Kirameku Hi - Junkesshō,願いがきらめく日・準決勝
ホロウに墜ちる日Horō ni Ochiru Hi,ホロウに墜ちる日
"「背信者」""Haishinsha""",「背信者」
"「冒涜者」""Bōtokusha""",「冒涜者」
公開オーディションKōkai Ōdishon,公開オーディション
アイアン・ウィッチAian - Wicchi,アイアン・ウィッチ
ラストスタンドRasuto Sudanndo,ラストスタンド
孤独な声Kodoku na Koe,孤独な声
失踪した証人Shissoshita Shōnin,失踪した証人
謎の少女は見つめるNazo no Shōjo wa Mitsumeru,謎の少女は見つめる
断層の謎・分析解明Dansou no Nazo - Bunseki Kaimei,断層の謎・分析解明
"「投資家」""Tōshika""",「投資家」
"「もう一人のスパイ」""Mōhitori no Supai""",「もう一人のスパイ」
ポッター・ヒルPottā Hiru,ポッター・ヒル
アンダープロフェシーAndāpurofeshī,アンダープロフェシー
アンダープロフェシーAndā Ppurofeshī,アンダープロフェシー
"「出題者」のカード""Shutsudaisha"" no Kādo",「出題者」のカード
拘縛されし者Kōbakusareshi Mono,拘縛されし者
エリーガイドErīgaido,エリーガイド
シェルターSherutā,シェルター
7つ目の武器Nanatsume no Buki,7つ目の武器
"混乱収まらず、余波未だ続くKonran Osamarazu, Yoha Mada Tsuzuku",混乱収まらず、余波未だ続く
塔の逆位置Tō no Gyakuichi,塔の逆位置
サメ少女エレンの悩みSame Shōjo Eren no Nayami,サメ少女エレンの悩み
真・アンダープロフェシーShin - Andā Purofeshī,真・アンダープロフェシーShin - Andā Purofeshī
喝采なきチャンピオンKassai naki Chanpion,喝采なきチャンピオン
"「トライアンフ」""Toraianfu""",「トライアンフ」
ザ・ボールトZa Bōruto,ザ・ボールト
ベジタブルズBejitaburuzu,ベジタブルズ
お嬢様と新年の家庭事情Ojōsama to Shinnen no Katē Jijyō,お嬢様と新年の家庭事情
テレーゼTerēze,テレーゼ
"盗む者、守る者Nusumumono, Mamorumono",盗む者、守る者
レアプラチナReapurachina,レアプラチナ
千の音を奏でてSen no Oto wo Kaede te,千の音を奏でて
"千里、無双Senri, Musō",千里、無双
スリーゲートSurīgēto,スリーゲート
スロノス区Suronosu Ku,スロノス区
暴徒Bōto,暴徒
霹靂のヘヴィメタルHekireki no Hevimetaru,霹靂のヘヴィメタル
タイムフィールド家Taimufīrudo Ke,タイムフィールド家
嵐を生む虎の咆哮Arashi wo Umu Tora no Hōkō,嵐を生む虎の咆哮
臥虎の鐘Gako no Kane,臥虎の鐘
ツーリングタイムTsūringutaimu,ツーリングタイム
刻流の賢者kokuryū no Kenja,刻流の賢者
タイミングマンTaiminguman,タイミングマン
ティンTin,ティン
ティンズコーヒーTinzukōhī,ティンズコーヒー
ティンズ・スペシャルTinzu Supesharu,ティンズ・スペシャル
今日のコーデKyō no Kōde,今日のコーデ
トミアTomia,トミア
牙の形のペンダントKiba no Katachi no Pendanto,牙の形のペンダント
No.1プロキシ,No.1プロキシ
ツール・ド・インフェルノTsūru Do Inferuno,ツール・ド・インフェルノ
マットウMattou,マットウ
サイレントムーンSairentomūn,サイレントムーン
トラビスTorabisu,トラビス
ザ・カールズZa Kāruzu,ザ・カールズ
雷鳴が如き八卦Raimei ga Gotoki Hakke,雷鳴が如き八卦
小細工と小賢しさKosaiku to Kosakashisa,小細工と小賢しさ
"「トリガー」""Torigā""",「トリガー」
キンレンカKinrenka,キンレンカ
ベリーエレガントBerīereganto,ベリーエレガント
信頼イベントShinrai Ibento,信頼イベント
アトーAtō,アトー
チューリップChūrippu,チューリップ
タリーTarī,タリー
"「タプちゃん」""Tapu-chan""",「タプちゃん」
調律チューナーChōritsu Chūnā,調律チューナー
猛進するキバMōshinsuru Kiba,猛進するキバ
ハツHatsu,ハツ
ツイッギーTsuiggī,ツイッギー
TwitchドロップTwitch Doroppu,Twitchドロップ
タイソンTaison,タイソン
タイコTaiko,タイコ
ティルヴィングTiruvingu,ティルヴィング
ティルヴィング（寄主形態）Tiruvingu (Kishu Kētai),ティルヴィング（寄主形態）
タイロンTairon,タイロン
泰三Taizō[!][!]Assumed reading,泰三
浮波柚葉Ukinami Yuzuha,浮波柚葉Ukinami Yuzuha
終結スキル：W式クラウン・インフェルノ,終結スキル：W式クラウン・インフェルノ
「不気味の谷I」,「不気味の谷I」
「不気味の谷II」,「不気味の谷II」
「不気味の谷III」,「不気味の谷III」
楷のおじさんKai no Ojisan,楷のおじさん
ネズミ色のブルースNezumiiro no Brūsu,ネズミ色のブルース
意外な滞在者Igai na Taizaisha,意外な滞在者
ゲームボールGēmu Bōru,ゲームボール
